1.000000,1.000000,1.000000,-6.734407,0.187977,0.458056,-0.009322,-0.368215,-0.001155
1.000000,1.000000,1.000000,-7.780892,0.149721,0.230544,-0.013055,-0.380852,-0.001557
1.000000,1.000000,1.000000,-8.202100,0.138754,0.109089,-0.013985,-0.384991,-0.001594
-9.632488,-0.868644,-0.122964,-8.202100,0.138754,0.109089,-0.013985,-0.384991,-0.001594
-9.693279,-1.235967,-0.349578,-8.202103,-0.823269,-0.852934,0.028192,-0.384723,-0.001862
-9.693283,-2.267840,-1.381450,-8.429882,-1.229025,-1.528872,0.045499,-0.386529,-0.001919
-9.693287,-3.299713,-2.413323,-8.574837,-1.593320,-2.133882,0.061891,-0.387612,-0.002019
-9.693290,-4.331586,-3.445196,-8.675550,-1.905732,-2.694205,0.077075,-0.388256,-0.001979
-9.751616,-1.750263,-0.463046,-8.675554,-2.867756,-3.656228,0.119251,-0.387988,-0.002247
-9.751620,-2.782136,-1.494919,-8.750254,-2.913153,-4.058752,0.123861,-0.388431,-0.002143
-9.751623,-3.814009,-2.526792,-8.810026,-2.971574,-4.462577,0.128917,-0.388948,-0.001790
-9.771380,-1.527478,-0.321964,-8.810029,-3.933598,-5.424601,0.171093,-0.388679,-0.002059
-9.771384,-2.559351,-1.353837,-8.862459,-3.778708,-5.720026,0.168089,-0.389174,-0.001349
-9.771388,-3.591223,-2.385710,-8.903534,-3.673950,-6.026975,0.166198,-0.389485,-0.002007
-9.771388,-3.591223,-2.385710,-8.936905,-2.869487,-5.475098,0.131925,-0.389956,-0.002158
-9.771388,-3.591223,-2.385710,-8.961966,-2.329679,-5.016706,0.108063,-0.390251,-0.001927
-9.775086,-1.264045,-0.310942,-8.961966,-2.329679,-5.016706,0.108063,-0.390251,-0.001927
-9.775086,-1.264045,-0.310942,-8.986354,-1.851792,-4.614221,0.086918,-0.390519,-0.001660
-9.775086,-1.264045,-0.310942,-9.008340,-1.453176,-4.255910,0.068895,-0.390977,-0.001063
-9.775086,-1.264045,-0.310942,-9.029798,-1.125337,-3.938773,0.053754,-0.391296,-0.001217
-9.749974,-0.933318,-0.179058,-9.029798,-1.125337,-3.938773,0.053754,-0.391296,-0.001217
-9.749974,-0.933318,-0.179058,-9.047309,-0.859999,-3.653009,0.041120,-0.391622,-0.001198
-9.749974,-0.933318,-0.179058,-9.061958,-0.650620,-3.394405,0.030685,-0.392020,-0.001350
-9.749974,-0.933318,-0.179058,-9.079916,-0.489011,-3.157694,0.022261,-0.392188,-0.001441
-9.743112,-0.881404,-0.114557,-9.079916,-0.489011,-3.157694,0.022261,-0.392188,-0.001441
-9.741643,-0.874724,-0.110872,-9.079916,-0.489011,-3.157694,0.022261,-0.392188,-0.001441
-9.741643,-0.874724,-0.110872,-9.092501,-0.361215,-2.942474,0.015277,-0.392598,-0.001186
-9.741643,-0.874724,-0.110872,-9.105120,-0.259201,-2.747686,0.009591,-0.392849,-0.001322
-9.737758,-0.878105,-0.103670,-9.105120,-0.259201,-2.747686,0.009591,-0.392849,-0.001322
-9.737758,-0.878105,-0.103670,-9.116084,-0.175377,-2.568420,0.004923,-0.393089,-0.001373
-9.737758,-0.878105,-0.103670,-9.124201,-0.113296,-2.402466,0.000944,-0.393309,-0.001385
-9.737758,-0.878105,-0.103670,-9.132639,-0.064667,-2.251816,-0.002049,-0.393427,-0.001163
-9.781317,-0.957543,-0.103030,-9.132639,-0.064667,-2.251816,-0.002049,-0.393427,-0.001163
-9.781317,-0.957543,-0.103030,-9.140366,-0.026749,-2.111301,-0.004608,-0.393664,-0.001142
-9.781317,-0.957543,-0.103030,-9.146046,0.002755,-1.982519,-0.006570,-0.393807,-0.000907
-9.781317,-0.957543,-0.103030,-9.151389,0.024244,-1.862243,-0.008244,-0.394017,-0.000801
-9.781317,-0.957543,-0.103030,-9.155453,0.038110,-1.757539,-0.009392,-0.394181,-0.000774
-9.793500,-0.970080,-0.152362,-9.155453,0.038110,-1.757539,-0.009392,-0.394181,-0.000774
-9.793500,-0.970080,-0.152362,-9.160757,0.053832,-1.661225,-0.010349,-0.394304,-0.001129
-9.793500,-0.970080,-0.152362,-9.162374,0.065847,-1.569732,-0.011161,-0.394348,-0.000981
-9.793500,-0.970080,-0.152362,-9.163242,0.076216,-1.483476,-0.011882,-0.394408,-0.000840
-9.819357,-0.921597,-0.056881,-9.163242,0.076216,-1.483476,-0.011882,-0.394408,-0.000840
-9.819357,-0.921597,-0.056881,-9.165117,0.084148,-1.403688,-0.012488,-0.394242,-0.001017
-9.819357,-0.921597,-0.056881,-9.168412,0.090665,-1.329151,-0.012939,-0.394391,-0.001171
-9.819544,-0.891704,-0.050715,-9.168412,0.090665,-1.329151,-0.012939,-0.394391,-0.001171
-9.819544,-0.891704,-0.050715,-9.169063,0.095247,-1.259360,-0.013362,-0.394320,-0.000998
-9.819544,-0.891704,-0.050715,-9.168966,0.100611,-1.194613,-0.013813,-0.394342,-0.000940
-9.819544,-0.891704,-0.050715,-9.168892,0.104077,-1.137855,-0.014123,-0.394358,-0.000925
-9.819544,-0.891704,-0.050715,-9.170357,0.107718,-1.083223,-0.014392,-0.394386,-0.001043
-9.819595,-0.887028,-0.074980,-9.170357,0.107718,-1.083223,-0.014392,-0.394386,-0.001043
-9.819595,-0.887028,-0.074980,-9.165869,0.108753,-1.033554,-0.014620,-0.394286,-0.001138
-9.819595,-0.887028,-0.074980,-9.164676,0.112480,-0.985583,-0.014699,-0.394285,-0.001001
-9.819595,-0.887028,-0.074980,-9.158412,0.111847,-0.942430,-0.015056,-0.393922,-0.001369
-9.816119,-0.882260,-0.103425,-9.158412,0.111847,-0.942430,-0.015056,-0.393922,-0.001369
-9.816119,-0.882260,-0.103425,-9.152459,0.114473,-0.899303,-0.015196,-0.393858,-0.001346
-9.816119,-0.882260,-0.103425,-9.148214,0.110928,-0.860830,-0.015491,-0.393591,-0.001660
-9.816119,-0.882260,-0.103425,-9.150293,0.114476,-0.823109,-0.015613,-0.393706,-0.001211
-9.816119,-0.882260,-0.103425,-9.151885,0.116776,-0.789935,-0.015697,-0.393796,-0.001096
-10.188411,-0.883528,-0.105257,-9.151885,0.116776,-0.789935,-0.015697,-0.393796,-0.001096
